Angle (rad),        func_sin,        Original Sin,        Error
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
0.010000000000000,0.009999833334167,0.009999833334167,0.000000000000000
0.020000000000000,0.019998666693333,0.019998666693333,0.000000000000000
0.030000000000000,0.029995500202495,0.029995500202496,0.000000000000001
0.040000000000000,0.039989334186632,0.039989334186634,0.000000000000002
0.050000000000000,0.049979169270674,0.049979169270678,0.000000000000004
0.060000000000000,0.059964006479437,0.059964006479445,0.000000000000007
0.070000000000000,0.069942847337521,0.069942847337533,0.000000000000011
0.080000000000000,0.079914693969156,0.079914693969173,0.000000000000017
0.090000000000000,0.089878549197987,0.089878549198011,0.000000000000024
0.100000000000000,0.099833416646795,0.099833416646828,0.000000000000033
0.110000000000000,0.109778300837130,0.109778300837175,0.000000000000044
0.120000000000000,0.119712207288862,0.119712207288919,0.000000000000058
0.130000000000000,0.129634142619622,0.129634142619695,0.000000000000073
0.140000000000000,0.139543114644145,0.139543114644236,0.000000000000091
0.150000000000000,0.149438132473487,0.149438132473599,0.000000000000113
0.160000000000000,0.159318206614109,0.159318206614246,0.000000000000137
0.170000000000000,0.169182349066832,0.169182349066996,0.000000000000164
0.180000000000000,0.179029573425630,0.179029573425824,0.000000000000194
0.190000000000000,0.188858894976272,0.188858894976501,0.000000000000229
0.200000000000000,0.198669330794794,0.198669330795061,0.000000000000267
0.210000000000000,0.208459899845791,0.208459899846100,0.000000000000309
0.220000000000000,0.218229623080514,0.218229623080869,0.000000000000355
0.230000000000000,0.227977523534783,0.227977523535188,0.000000000000406
0.240000000000000,0.237702626426674,0.237702626427135,0.000000000000461
0.250000000000000,0.247403959254002,0.247403959254523,0.000000000000521
0.260000000000000,0.257080551891569,0.257080551892155,0.000000000000586
0.270000000000000,0.266731436688175,0.266731436688831,0.000000000000657
0.280000000000000,0.276355648563382,0.276355648564114,0.000000000000732
0.290000000000000,0.285952225104022,0.285952225104836,0.000000000000814
0.300000000000000,0.295520206660439,0.295520206661340,0.000000000000901
0.310000000000000,0.305058636442450,0.305058636443444,0.000000000000994
0.320000000000000,0.314566560615024,0.314566560616118,0.000000000001093
0.330000000000000,0.324043028393669,0.324043028394868,0.000000000001199
0.340000000000000,0.333487092139503,0.333487092140815,0.000000000001312
0.350000000000000,0.342897807454020,0.342897807455452,0.000000000001431
0.360000000000000,0.352274233273533,0.352274233275090,0.000000000001557
0.370000000000000,0.361615431963271,0.361615431964962,0.000000000001691
0.380000000000000,0.370920469411151,0.370920469412983,0.000000000001832
0.390000000000000,0.380188415121181,0.380188415123162,0.000000000001981
0.400000000000000,0.389418342306513,0.389418342308651,0.000000000002138
0.410000000000000,0.398609327982120,0.398609327984423,0.000000000002303
0.420000000000000,0.407760453057094,0.407760453059570,0.000000000002476
0.430000000000000,0.416870802426553,0.416870802429211,0.000000000002658
0.440000000000000,0.425939465063151,0.425939465066000,0.000000000002849
0.450000000000000,0.434965534108182,0.434965534111230,0.000000000003049
0.460000000000000,0.443948106962262,0.443948106965520,0.000000000003258
0.470000000000000,0.452886285375591,0.452886285379068,0.000000000003477
0.480000000000000,0.461779175537777,0.461779175541483,0.000000000003706
0.490000000000000,0.470625888167212,0.470625888171158,0.000000000003946
0.500000000000000,0.479425538600007,0.479425538604203,0.000000000004197
0.510000000000000,0.488177246878449,0.488177246882908,0.000000000004458
0.520000000000000,0.496880137839005,0.496880137843737,0.000000000004732
0.530000000000000,0.505533341199829,0.505533341204847,0.000000000005018
0.540000000000000,0.514135991647796,0.514135991653113,0.000000000005317
0.550000000000000,0.522687228925029,0.522687228930659,0.000000000005630
0.560000000000000,0.531186197914926,0.531186197920884,0.000000000005957
0.570000000000000,0.539632048727669,0.539632048733970,0.000000000006300
0.580000000000000,0.548023936785214,0.548023936791874,0.000000000006660
0.590000000000000,0.556361022905746,0.556361022912784,0.000000000007038
0.600000000000000,0.564642473387601,0.564642473395036,0.000000000007435
0.610000000000000,0.572867460092628,0.572867460100482,0.000000000007853
0.620000000000000,0.581035160529010,0.581035160537305,0.000000000008295
0.630000000000000,0.589144757933508,0.589144757942270,0.000000000008762
0.640000000000000,0.597195441353135,0.597195441362392,0.000000000009258
0.650000000000000,0.605186405726255,0.605186405736040,0.000000000009785
0.660000000000000,0.613116851963087,0.613116851973434,0.000000000010347
0.670000000000000,0.620985987025612,0.620985987036560,0.000000000010948
0.680000000000000,0.628793024006875,0.628793024018469,0.000000000011594
0.690000000000000,0.636537182209679,0.636537182221968,0.000000000012289
0.700000000000000,0.644217687224651,0.644217687237691,0.000000000013041
0.710000000000000,0.651833771007681,0.651833771021537,0.000000000013856
0.720000000000000,0.659384671956730,0.659384671971473,0.000000000014743
0.730000000000000,0.666869634987985,0.666869635003698,0.000000000015713
0.740000000000000,0.674287911611369,0.674287911628145,0.000000000016776
0.750000000000000,0.681638760005390,0.681638760023334,0.000000000017945
0.760000000000000,0.688921445091317,0.688921445110552,0.000000000019235
0.770000000000000,0.696135238606695,0.696135238627357,0.000000000020662
0.780000000000000,0.703279419178164,0.703279419200410,0.000000000022247
0.790000000000000,0.710353272418910,0.710353272417608,0.000000000001301
0.800000000000000,0.717356090900857,0.717356090899523,0.000000000001334
0.810000000000000,0.724287174371513,0.724287174370143,0.000000000001370
0.820000000000001,0.731145829728305,0.731145829726896,0.000000000001409
0.830000000000001,0.737931371111413,0.737931371109963,0.000000000001450
0.840000000000001,0.744643119972351,0.744643119970860,0.000000000001492
0.850000000000001,0.751280405141826,0.751280405140293,0.000000000001533
0.860000000000001,0.757842562896852,0.757842562895277,0.000000000001575
0.870000000000001,0.764328937027121,0.764328937025505,0.000000000001615
0.880000000000001,0.770738878900624,0.770738878898970,0.000000000001654
0.890000000000001,0.777071747528516,0.777071747526824,0.000000000001691
0.900000000000001,0.783326909629210,0.783326909627484,0.000000000001727
0.910000000000001,0.789503739691710,0.789503739689951,0.000000000001759
0.920000000000001,0.795601620038156,0.795601620036366,0.000000000001790
0.930000000000001,0.801619940885596,0.801619940883778,0.000000000001818
0.940000000000001,0.807558100406958,0.807558100405115,0.000000000001843
0.950000000000001,0.813415504791240,0.813415504789374,0.000000000001866
0.960000000000001,0.819191568302885,0.819191568300999,0.000000000001886
0.970000000000001,0.824885713340354,0.824885713338450,0.000000000001903
0.980000000000001,0.830497370493889,0.830497370491971,0.000000000001918
0.990000000000001,0.836025978602450,0.836025978600521,0.000000000001930
1.000000000000001,0.841470984809835,0.841470984807897,0.000000000001939
1.010000000000001,0.846831844619961,0.846831844618016,0.000000000001945
1.020000000000001,0.852108021951312,0.852108021949363,0.000000000001949
1.030000000000001,0.857298989190554,0.857298989188604,0.000000000001950
1.040000000000001,0.862404227245287,0.862404227243339,0.000000000001949
1.050000000000001,0.867423225595962,0.867423225594017,0.000000000001945
1.060000000000001,0.872355482346926,0.872355482344987,0.000000000001939
1.070000000000001,0.877200504276613,0.877200504274682,0.000000000001931
1.080000000000001,0.881957806886868,0.881957806884948,0.000000000001920
1.090000000000001,0.886626914451395,0.886626914449488,0.000000000001907
1.100000000000001,0.891207360063328,0.891207360061436,0.000000000001893
1.110000000000001,0.895698685681924,0.895698685680048,0.000000000001876
1.120000000000001,0.900100442178363,0.900100442176505,0.000000000001857
1.130000000000001,0.904412189380663,0.904412189378826,0.000000000001837
1.140000000000001,0.908633496117698,0.908633496115884,0.000000000001815
1.150000000000001,0.912763940262312,0.912763940260521,0.000000000001791
1.160000000000001,0.916803108773532,0.916803108771767,0.000000000001765
1.170000000000001,0.920750597737874,0.920750597736136,0.000000000001738
1.180000000000001,0.924606012409730,0.924606012408021,0.000000000001709
1.190000000000001,0.928368967250846,0.928368967249167,0.000000000001679
1.200000000000001,0.932039085968875,0.932039085967227,0.000000000001648
1.210000000000001,0.935616001555002,0.935616001553386,0.000000000001615
1.220000000000001,0.939099356320649,0.939099356319068,0.000000000001582
1.230000000000001,0.942488801933244,0.942488801931698,0.000000000001547
1.240000000000001,0.945783999451050,0.945783999449539,0.000000000001510
1.250000000000001,0.948984619357060,0.948984619355587,0.000000000001473
1.260000000000001,0.952090341591951,0.952090341590516,0.000000000001435
1.270000000000001,0.955100855586089,0.955100855584692,0.000000000001396
1.280000000000001,0.958015860290581,0.958015860289225,0.000000000001356
1.290000000000001,0.960835064207388,0.960835064206073,0.000000000001316
1.300000000000001,0.963558185418467,0.963558185417193,0.000000000001274
1.310000000000001,0.966184951613966,0.966184951612734,0.000000000001232
1.320000000000001,0.968715100119454,0.968715100118265,0.000000000001189
1.330000000000001,0.971148377922190,0.971148377921045,0.000000000001145
1.340000000000001,0.973484541696421,0.973484541695320,0.000000000001101
1.350000000000001,0.975723357827716,0.975723357826659,0.000000000001056
1.360000000000001,0.977864602436328,0.977864602435316,0.000000000001011
1.370000000000001,0.979908061399580,0.979908061398614,0.000000000000966
1.380000000000001,0.981853530373280,0.981853530372360,0.000000000000920
1.390000000000001,0.983700814812150,0.983700814811277,0.000000000000873
1.400000000000001,0.985449729989287,0.985449729988460,0.000000000000827
1.410000000000001,0.987100101014630,0.987100101013850,0.000000000000779
1.420000000000001,0.988651762852452,0.988651762851720,0.000000000000732
1.430000000000001,0.990104560337862,0.990104560337178,0.000000000000684
1.440000000000001,0.991458348192323,0.991458348191687,0.000000000000637
1.450000000000001,0.992712991038177,0.992712991037589,0.000000000000589
1.460000000000001,0.993868363412185,0.993868363411645,0.000000000000540
1.470000000000001,0.994924349778073,0.994924349777581,0.000000000000492
1.480000000000001,0.995880844538084,0.995880844537640,0.000000000000444
1.490000000000001,0.996737752043538,0.996737752043144,0.000000000000395
1.500000000000001,0.997494986604401,0.997494986604055,0.000000000000346
1.510000000000001,0.998152472497846,0.998152472497548,0.000000000000297
1.520000000000001,0.998710143975832,0.998710143975583,0.000000000000249
1.530000000000001,0.999167945271676,0.999167945271476,0.000000000000200
1.540000000000001,0.999525830605630,0.999525830605479,0.000000000000151
1.550000000000001,0.999783764189459,0.999783764189357,0.000000000000102
1.560000000000001,0.999941720230019,0.999941720229966,0.000000000000053
1.570000000000001,0.999999682931838,0.999999682931835,0.000000000000004
1.580000000000001,0.999957646498695,0.999957646498740,0.000000000000045
1.590000000000001,0.999815615134197,0.999815615134291,0.000000000000094
1.600000000000001,0.999573603041362,0.999573603041505,0.000000000000143
1.610000000000001,0.999231634421199,0.999231634421391,0.000000000000192
1.620000000000001,0.998789743470283,0.998789743470524,0.000000000000241
1.630000000000001,0.998247974377343,0.998247974377632,0.000000000000290
1.640000000000001,0.997606381318835,0.997606381319174,0.000000000000339
1.650000000000001,0.996865028453531,0.996865028453919,0.000000000000388
1.660000000000001,0.996023989916100,0.996023989916537,0.000000000000437
1.670000000000001,0.995083349809694,0.995083349810180,0.000000000000486
1.680000000000001,0.994043202197541,0.994043202198076,0.000000000000535
1.690000000000001,0.992903651093535,0.992903651094118,0.000000000000584
1.700000000000001,0.991664810451836,0.991664810452468,0.000000000000633
1.710000000000001,0.990326804155476,0.990326804156158,0.000000000000682
1.720000000000001,0.988889766003970,0.988889766004701,0.000000000000731
1.730000000000001,0.987353839699936,0.987353839700716,0.000000000000780
1.740000000000001,0.985719178834723,0.985719178835553,0.000000000000830
1.750000000000001,0.983985946873057,0.983985946873937,0.000000000000880
1.760000000000001,0.982154317136689,0.982154317137618,0.000000000000929
1.770000000000001,0.980224472787066,0.980224472788045,0.000000000000980
1.780000000000001,0.978196606807015,0.978196606808044,0.000000000001030
1.790000000000001,0.976070921981444,0.976070921982524,0.000000000001080
1.800000000000001,0.973847630877064,0.973847630878195,0.000000000001131
1.810000000000001,0.971526955821133,0.971526955822315,0.000000000001182
1.820000000000001,0.969109128879223,0.969109128880456,0.000000000001233
1.830000000000001,0.966594391832012,0.966594391833297,0.000000000001285
1.840000000000001,0.963982996151110,0.963982996152448,0.000000000001337
1.850000000000001,0.961275202973910,0.961275202975300,0.000000000001390
1.860000000000001,0.958471283077471,0.958471283078914,0.000000000001443
1.870000000000001,0.955571516851447,0.955571516852944,0.000000000001497
1.880000000000001,0.952576194270044,0.952576194271595,0.000000000001551
1.890000000000001,0.949485614863024,0.949485614864630,0.000000000001606
1.900000000000001,0.946300087685753,0.946300087687414,0.000000000001661
1.910000000000001,0.943019931288292,0.943019931290010,0.000000000001718
1.920000000000001,0.939645473683550,0.939645473685324,0.000000000001775
1.930000000000001,0.936177052314473,0.936177052316306,0.000000000001833
1.940000000000002,0.932615014020309,0.932615014022200,0.000000000001891
1.950000000000002,0.928959715001918,0.928959715003869,0.000000000001951
1.960000000000002,0.925211520786156,0.925211520788168,0.000000000002011
1.970000000000002,0.921370806189322,0.921370806191395,0.000000000002073
1.980000000000002,0.917437955279674,0.917437955281809,0.000000000002136
1.990000000000002,0.913413361339025,0.913413361341225,0.000000000002199
2.000000000000001,0.909297426823417,0.909297426825681,0.000000000002265
2.010000000000001,0.905090563322870,0.905090563325200,0.000000000002331
2.020000000000001,0.900793191520228,0.900793191522627,0.000000000002399
2.030000000000001,0.896405741149092,0.896405741151560,0.000000000002468
2.040000000000000,0.891928650950841,0.891928650953379,0.000000000002538
2.050000000000000,0.887362368630765,0.887362368633375,0.000000000002610
2.060000000000000,0.882707350813290,0.882707350815974,0.000000000002684
2.070000000000000,0.877964062996319,0.877964062999078,0.000000000002759
2.080000000000000,0.873132979504680,0.873132979507517,0.000000000002836
2.089999999999999,0.868214583442698,0.868214583445613,0.000000000002915
2.099999999999999,0.863209366645878,0.863209366648874,0.000000000002996
2.109999999999999,0.858117829631731,0.858117829634809,0.000000000003079
2.119999999999999,0.852940481549714,0.852940481552877,0.000000000003163
2.129999999999999,0.847677840130321,0.847677840133571,0.000000000003250
2.139999999999998,0.842330431633308,0.842330431636647,0.000000000003338
2.149999999999998,0.836898790795070,0.836898790798499,0.000000000003429
2.159999999999998,0.831383460775162,0.831383460778684,0.000000000003522
2.169999999999998,0.825784993101992,0.825784993105609,0.000000000003617
2.179999999999997,0.820103947617661,0.820103947621376,0.000000000003715
2.189999999999997,0.814340892421983,0.814340892425798,0.000000000003814
2.199999999999997,0.808496403815676,0.808496403819592,0.000000000003916
2.209999999999997,0.802571066242729,0.802571066246749,0.000000000004020
2.219999999999997,0.796565472231963,0.796565472236089,0.000000000004126
2.229999999999996,0.790480222337773,0.790480222342007,0.000000000004234
2.239999999999996,0.784315925080079,0.784315925084422,0.000000000004343
2.249999999999996,0.778073196883469,0.778073196887924,0.000000000004455
2.259999999999996,0.771752662015561,0.771752662020128,0.000000000004567
2.269999999999996,0.765354952524575,0.765354952529256,0.000000000004681
2.279999999999995,0.758880708176129,0.758880708180925,0.000000000004796
2.289999999999995,0.752330576389262,0.752330576394174,0.000000000004912
2.299999999999995,0.745705212171697,0.745705212176724,0.000000000005027
2.309999999999995,0.739005278054333,0.739005278059474,0.000000000005141
2.319999999999995,0.732231444025001,0.732231444030255,0.000000000005254
2.329999999999994,0.725384387461459,0.725384387466824,0.000000000005365
2.339999999999994,0.718464793063658,0.718464793069130,0.000000000005473
2.349999999999994,0.711473352785273,0.711473352790849,0.000000000005576
2.359999999999994,0.704410765747666,0.704410765770181,0.000000000022515
2.369999999999993,0.697277738239039,0.697277738259943,0.000000000020904
2.379999999999993,0.690074983537489,0.690074983556941,0.000000000019453
2.389999999999993,0.682803221912503,0.682803221930645,0.000000000018142
2.399999999999993,0.675463180534202,0.675463180551156,0.000000000016955
2.409999999999993,0.668055593400621,0.668055593416497,0.000000000015876
2.419999999999992,0.660581201264314,0.660581201279206,0.000000000014892
2.429999999999992,0.653040751558279,0.653040751572271,0.000000000013992
2.439999999999992,0.645434998321211,0.645434998334377,0.000000000013166
2.449999999999992,0.637764702122105,0.637764702134510,0.000000000012405
2.459999999999992,0.630030629984198,0.630030629995899,0.000000000011701
2.469999999999991,0.622233555308264,0.622233555319312,0.000000000011048
2.479999999999991,0.614374257795279,0.614374257805719,0.000000000010440
2.489999999999991,0.606453523368450,0.606453523378322,0.000000000009872
2.499999999999991,0.598472144094624,0.598472144103964,0.000000000009340
2.509999999999990,0.590430918105081,0.590430918113921,0.000000000008839
2.519999999999990,0.582330649515722,0.582330649524090,0.000000000008368
2.529999999999990,0.574172148346658,0.574172148354581,0.000000000007922
2.539999999999990,0.565956230441211,0.565956230448711,0.000000000007500
2.549999999999990,0.557683717384326,0.557683717391426,0.000000000007100
2.559999999999989,0.549355436420416,0.549355436427136,0.000000000006719
2.569999999999989,0.540972220370641,0.540972220376998,0.000000000006357
2.579999999999989,0.532534907549620,0.532534907555630,0.000000000006011
2.589999999999989,0.524044341681604,0.524044341687286,0.000000000005681
2.599999999999989,0.515501371816108,0.515501371821474,0.000000000005366
2.609999999999988,0.506906852242998,0.506906852248063,0.000000000005065
2.619999999999988,0.498261642407072,0.498261642411849,0.000000000004777
2.629999999999988,0.489566606822109,0.489566606826610,0.000000000004501
2.639999999999988,0.480822614984422,0.480822614988659,0.000000000004238
2.649999999999987,0.472030541285908,0.472030541289894,0.000000000003985
2.659999999999987,0.463191264926613,0.463191264930357,0.000000000003744
2.669999999999987,0.454305669826805,0.454305669830318,0.000000000003513
2.679999999999987,0.445374644538591,0.445374644541883,0.000000000003292
2.689999999999987,0.436399082157057,0.436399082160138,0.000000000003081
2.699999999999986,0.427379880230962,0.427379880233842,0.000000000002880
2.709999999999986,0.418317940672984,0.418317940675671,0.000000000002688
2.719999999999986,0.409214169669526,0.409214169672030,0.000000000002504
2.729999999999986,0.400069477590103,0.400069477592433,0.000000000002330
2.739999999999986,0.390884778896302,0.390884778898466,0.000000000002164
2.749999999999985,0.381660992050340,0.381660992052345,0.000000000002006
2.759999999999985,0.372399039423214,0.372399039425069,0.000000000001856
2.769999999999985,0.363099847202469,0.363099847204182,0.000000000001713
2.779999999999985,0.353764345299579,0.353764345301157,0.000000000001578
2.789999999999984,0.344393467256954,0.344393467258405,0.000000000001451
2.799999999999984,0.334988150154589,0.334988150155920,0.000000000001330
2.809999999999984,0.325549334516358,0.325549334517575,0.000000000001217
2.819999999999984,0.316077964215959,0.316077964217069,0.000000000001110
2.829999999999984,0.306574986382529,0.306574986383539,0.000000000001010
2.839999999999983,0.297041351305933,0.297041351306848,0.000000000000915
2.849999999999983,0.287478012341733,0.287478012342561,0.000000000000827
2.859999999999983,0.277885925815858,0.277885925816603,0.000000000000745
2.869999999999983,0.268266050928966,0.268266050929635,0.000000000000668
2.879999999999983,0.258619349660530,0.258619349661128,0.000000000000597
2.889999999999982,0.248946786672638,0.248946786673170,0.000000000000531
2.899999999999982,0.239249329213529,0.239249329214000,0.000000000000470
2.909999999999982,0.229527947020868,0.229527947021282,0.000000000000414
2.919999999999982,0.219783612224772,0.219783612225135,0.000000000000363
2.929999999999982,0.210017299250601,0.210017299250917,0.000000000000316
2.939999999999981,0.200229984721515,0.200229984721789,0.000000000000273
2.949999999999981,0.190422647360811,0.190422647361046,0.000000000000235
2.959999999999981,0.180596267894052,0.180596267894252,0.000000000000200
2.969999999999981,0.170751828950996,0.170751828951165,0.000000000000169
2.979999999999980,0.160890314967334,0.160890314967475,0.000000000000141
2.989999999999980,0.151012712086247,0.151012712086364,0.000000000000116
2.999999999999980,0.141120008059792,0.141120008059887,0.000000000000095
3.009999999999980,0.131213192150128,0.131213192150204,0.000000000000076
3.019999999999980,0.121293255030590,0.121293255030650,0.000000000000060
